SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME
30329,"41.706, -72.2",217 Windham Rd,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20521,"41.718, -72.213",118 Chestnut St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20959,"41.717, -72.215",150 Walnut St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20317,"41.716, -72.193",348 Bricktop Rd,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31053,"41.7, -72.21",327 South St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10069,"41.72, -72.201",169 Ash St.,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20009,"41.713, -72.203",263 Main St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31334,"41.707, -72.208",190 S Park St,Windham,CT,Lead,O,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30813,"41.709, -72.2",30 Potter St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21177,"41.716, -72.201",64 Elm Street,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10781,"41.714, -72.227",25 Wilson St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30877,"41.709, -72.216",280 Pleasant St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
